#Total No. of Collocate Types: 71
#Total No. of Collocate Tokens: 440
1	30	0	30	7.13070	men
2	26	26	0	6.94770	young
3	25	25	0	1.77883	of
4	24	24	0	6.95561	unarmed
5	23	0	23	7.11660	teenager
6	21	21	0	1.65295	a
7	18	14	4	3.16305	on
8	16	15	1	0.00996	the
9	16	1	15	4.80296	people
10	14	1	13	6.66343	children
11	12	0	12	5.49618	man
12	12	0	12	5.02150	community
13	10	0	10	6.85607	victims
14	10	0	10	5.71857	communities
15	10	10	0	3.02015	by
16	9	6	3	0.48839	and
17	8	0	8	7.17800	offenders
18	8	6	2	0.55687	in
19	6	2	4	6.76296	murders
20	6	0	6	6.06252	child
21	5	0	5	4.31011	residents
22	5	0	5	7.33000	boys
23	5	5	0	2.16901	are
24	4	3	1	0.07734	that
25	4	2	2	2.41645	one
26	4	0	4	8.17800	males
27	4	0	4	7.17800	male
28	4	0	4	6.47756	homicide
29	4	0	4	4.68615	crime
30	4	4	0	4.78568	among
31	3	3	0	2.13361	when
32	3	3	0	3.19311	two
33	3	3	0	-1.10894	to
34	3	3	0	6.95561	thirds
35	3	0	3	5.95561	teen
36	3	3	0	6.30353	predominantly
37	3	0	3	2.58306	officers
38	3	0	3	5.51504	leaders
39	3	3	0	0.72954	is
40	3	1	2	7.44104	girls
41	3	3	0	3.83223	another
42	2	1	1	2.85607	while
43	2	2	0	2.16677	which
44	2	1	1	-0.32384	was
45	2	0	2	7.17800	victimization
46	2	0	2	6.00808	victim
47	2	2	0	2.21222	than
48	2	2	0	2.18932	some
49	2	1	1	-0.33177	said
50	2	2	0	-0.60990	s
51	2	0	2	4.65444	population
52	2	2	0	6.00808	poor
53	2	2	0	3.34511	percent
54	2	2	0	6.17800	per
55	2	0	2	5.59304	parents
56	2	0	2	1.49150	or
57	2	0	2	8.17800	offending
58	2	2	0	2.17800	no
59	2	0	2	4.32002	neighborhood
60	2	2	0	5.71857	majority
61	2	1	1	3.39664	its
62	2	0	2	5.17800	intraracial
63	2	2	0	3.96855	interview
64	2	0	2	6.17800	homicides
65	2	0	2	3.50558	giuliani
66	2	2	0	7.17800	criminalize
67	2	2	0	3.24726	called
68	2	0	2	0.72267	but
69	2	1	1	3.82045	america
70	2	0	2	6.59304	adults
71	2	1	1	8.17800	adulthood
